id,text,task1,task2,task3
4606,first california highway patrol utmost respect peace officers across great nation mob millennial anarchists insult legacy mlk nonviolent civil rights movement lost moral high ground moment chose poke bear opportunistic violence seriously leading misguided blm imbeciles,Non-Supportive,No,No
9568,soul heart suit get west day know better body sleeping face oh ok everything need mean ok stay day going get feel ready want soul keep remind yousmiling face hearteyes make decision jesus christ son living god mercy sinner orthodox crossperson bowingmedium skin tonefemale signmedium skin tonefemale signfour leaf cloverdove,Non-Supportive,No,No
8844,motivated gon na kill long take account gets deleted die,Non-Supportive,No,No
9989,really sympathized first third keep self enviromeny want grow without blaming enviroment live every day thinking might die today feeling kive little tomorrow important think might die today wan adult dose n put,Non-Supportive,No,No
4764,good news sources showing blm really,Non-Supportive,No,No
7139,spends late teens 20s artificial hormonal state help drugs avoid responsibility divorces husband destroys embryos claiming none fault,Non-Supportive,No,No
4581,protest vs riot two different things yet media see prime time vilify word better serve agenda,Non-Supportive,No,No
6878,dna results said mostly west african slaveships landed jamestown va full black mannequins,Non-Supportive,No,No
855,bro hamas u going skull,Non-Supportive,No,No
841,awesome cried cried without understanding song heart,Non-Supportive,No,No
317,wondering target could hamas rest palestinian people hamas anyone answers make sense know anything politics war answer,Non-Supportive,No,No
3288,inspiring personality muniba blessed soul thank love youfolded handsheart suit,Non-Supportive,No,No
9112,genocide hamas trying eradicate jews israel defending started war,Non-Supportive,No,No
8041,right screen see employee telling crowd stand lol,Non-Supportive,No,No
7250,saying 650 requirements wrong sense problem kind mindset single entire life probably saw best man could 100 times never noticed bbecause illusion social standing creates thought middleage era something past neutral face clearly need help repeat old karmasocial standing pattern cute though maybe stiff,Non-Supportive,No,No
4034,dont lose hope brother palestine stay strong hi malaysia dont lose hope palestine,Supportive,Group,Nation
1328,stupid africa dont sue russia idea putin,Non-Supportive,No,No
7442,u cant hit woman nobody said anything slamming,Non-Supportive,No,No
6853,said imma end still confused,Non-Supportive,No,No
3186,arab world blame accepted creation israel lands mostly jews living onthem instead attacking multiple times losing land palestinian people hamas self rule gaza billions dollars donated every year improve lives people use money war enrich leaders,Non-Supportive,No,No
4001,always thought follow mind bcz heart blind sometimes im confused,Non-Supportive,No,No
8918,israel humiliated years lost billions people due countrys treat hasmas started mess know one cared hasmas shot bomb israel noticed millions people suddenly im hating kid people reciving treatment israel gotten years like anybody cares happens alaways find way blame israel,Supportive,Group,Nation
5336,wonder apple successful company foundation strong thank steve jobs,Non-Supportive,No,No
2106,seconds understand everything hasty conclusions https youtubecomshortsfnkgqjqno featureshare,Non-Supportive,No,No
655,great bro came take inspiration got double inspiration motivated,Non-Supportive,No,No
1216,could easily onion talk man brain gun autofire safety knows exactly big biggest rock plebs listen anybody long rich,Non-Supportive,No,No
8476,good news country celebrate happy day palestine wish good life pls dont hate islam love u panlestine laughing big grin laugh glasses,Supportive,Group,Nation
1427,uchiwamadaraisrael say jews living land way longer called palestinians palestine supporters always say israeli supporters go learn history israel history going back thausands years plus never country called palestine land called palestine bc roman empire invaded kingdom israel renamed land palestine insult jews forced killed jews roman empire collapsed multiple muslim empires took land filled muslims arabs living jews land jews eather scattered world killed ww israel made whole arab world hated simply land back land forced multiple times history back home ready retake rightfully,Non-Supportive,No,No
946,heart touching red heartseriously words make break also always tried use good words want become successful need accept imperfections kind people life kind us sha allah red heart try stay positive whatever situation,Non-Supportive,No,No
9889,let noise others opinions drawn inner voice really truth honestly easy us distracted others comments keep heart going rest lives,Non-Supportive,No,No
5863,sometimes im afraid come across sex couple im staring support love em aint grudge haha think put smile next time haha,Supportive,Group,LGBTQ
3980,blame hamas care live die sad people country care guys precious hamas,Non-Supportive,No,No
7575,amazing woman admire much speech powerful make cry truly strong inspiring woman thank sharing story love red heartred heart,Non-Supportive,No,No
