id,comment,task1,task2,task3
601,Soy asexual... Y pues mi parejita tambien y pues tambien somos aromanticos 😂,Support,Group,LGBTQ
2545,"mmmm , siento un olor a zurdito",Non Support,No,No
677,Me siento como un oso y como un tanque sovietico,Non Support,No,No
2667,"Payaso, porque no te vas de Bogotá, tan pobrecita, los racista son ustedes.",Non Support,No,No
623,Una pregunta existe el Movistar sexual y el n4si sexual y la union soviética sexual pos data soy%100 hetero estoy orgulloso de nacer hombre México,Non Support,No,No
2899,Haz más vídeos de estos Carlos Erazo!!!,Support,Individual,No
988,"Esto de ""LGTB"" es por moda gente no me rechazan lo que dije es obvio todos ustedes y la gran mayoría de las mujeres le dijieron a sus amigas o amigos que son ""gays"" hay que admitirlo

Esto es la verdad no es mi opinión y si quieren ver mi opinión es que la verdad de este LGTB te lava la cabeza esto de mundo mejor es un verso para que tengan más integrantes y ganar más dinero a ellos no les importa que seas bro aparte que hay gente que se puso agresiva y agrego el fanatismo en muchos de ellos haciéndola muy tóxica y exclusiva y no me refiero a que es vip o eso es exclusiva por qué excluye gente que no piensan como ellos por ejemplo la gente homofóbicos también son personas y tienen la libertad de expresión como cual quiero otra pero esto de excluirla por eso?!?! Me parece que en vez de motivar a gente para que se una la estaría ""sacando"" para decirlo de otro modo, lo mismo con los movimientos Anti racismo aún que este no tanto ya que se modero más estos actos aun que el tema de racismo es que se ofenden por decir negro a la gente cuando es lo que es, si no también se tendría que ofender por decir ""blanco"" pero volviendo con el ""multi genero"" es que ya tienen derechos ahora vallan a lugares donde si los necesitan no acá en Latinoamérica 🧖🏽.

(Aclaro yo no estoy encontrá de ellos para incluir a todos esos ""géneros"" yo solo estoy encontrá de estos grupos fanatismo que buscan que piensen igual que ellos",Non Support,No,No
2895,"Esas preguntas pueden ser respondidas perfectamente sin tener ningún tipo de creencia en dios , preguntas como cual es mi propósito en la vida , existe el alma etc.... Dependen obviamente de la educación o de la sociedad que no rodee . Y si el alma existe o no es sobre si tu crees en el dualismo o no nada mas lejos , yo pienso que la religión y la ciencia en muchos ámbitos no pueden ir juntas , como en la clara evolución , origen del universo.... I como ateo que soy le doy la misma importancia a la religión que a la mentira de que papa noel existe o no , el discurso mítico ya fue desbancado hace mucho tiempo ante el discurso racional no continúen con eso....",Non Support,No,No
326,"Para Alejandro Palacios. Hola Alejandro (picolin) la selección femenil se ve con mala condición física, hay varias futbolistas con sobre peso, les falta velocidad, no practican arrastre de pelota por huecos, no hacen paredes ni disparan con potencia a zonas de gol en la portería rival, no cambian parados tácticos cuando se necesita más gente atrás  o en medio campo o sea un 4 4 2, un 4 5 1, o 5 4 1, no hay jugadas entrenadas a balón  parado, etc. Sino mejoran en la siguiente etapa serán eliminadas. Te lo comparto para que se lo hagas llegar a la ""pandita"" abrazo y éxito para todas y todos ustedes.",Non Support,No,No
756,Yo soy lesbiana ❤😊 pero es más probable que sea bisexual❤😊,Non Support,No,No
879,contexto  solo hay  un genero y es hetero sexual,Non Support,No,No
660,Yo soy bixesual,Non Support,No,No
600,2:22 xD jsjsjs me dio mucha risa era parte que dramatico,Non Support,No,No
3144,"Este compa no sabe q es la ciencia vaa y quiere meter a la religión en este juego como que esta fuese válida y coherente sus explicaciones y argumentos, cuando nos damos cuenta q todo lo q dice la religión es puro pensamiento mágico y metafórico q no tiene fundamento lógico alguno.",Non Support,No,No
293,Y donde lo están pasando que ni me entero,Non Support,No,No
3210,"Gracias por el vídeo, viva Panamá",Support,Group,Nation
2510,"Sexo: mujer
Generó: mujer
Identidad: pansexual 😅",Non Support,No,No
1483,Antrosexual,Non Support,No,No
134,Gracias por regalarnos esta alegria y ese orgullo que no lo dieron deportistas que lo tienen todo y hasta mas,Support,Group,Other
1448,Soy pansexual y bisexual.,Non Support,No,No
2779,Todo eso es falso ...La iglesia católica práctica la idolatría,Non Support,No,No
2111,que pena que den informacion de problemas mentales solo existen dos géneros es la realidad ahora si te quieres tener un cambio de cuerpo lo puedes hacer trabaja y hágalo si te gustan lo del mismo sexo perfecto pero decir que la sociedad te asigna un genero es lo peor es algo científico ahora es pecado decir que la ciencia existe dios estamos peor que antes se crean problemas porque no trabajan y se dejan de joder,Non Support,No,No
1954,Pues eso no supera la ciencia todos son hombres y mujeres ni hay diferencia alguna aunque ellos se sientan identificados no pueden evitar lo que ya son,Non Support,No,No
1411,"Dios mio, la humanidad esta pérdida. Ayuden a la extinción de nuestra especie. Bisexual y pansexual es igual. No binario?? Genero fluido?? que",Non Support,No,No
2316,Ya se que quiero ser UN DINOSAURIO ANI-PUT@S,Non Support,No,No
78,Que orgulloooo...hasta se me aguaron los ojos al escuchar el himno nacional 🇲🇽,Support,Individual,No
815,"Bueno, yo si me considero mujer y soy bisexual 
Pero igual me gusta aprender mas de la comunidad y su variedad :)",Support,Group,LGBTQ
679,soy heterosexual y me gusta mucho tus videos,Support,Individual,No
2269,puras huevadas no mas,Non Support,No,No
740,"Mis padres ya sabían que era género fluido,pero cuando se enteraron de que era bisexual me dijeron""ooooo ahora tiene sentido porque eres tan fluida"", actualmente me molestas por ser una persona de género fluido y me preguntan:""¿Cómo te llamamos?,¿hoy eres mi hija o mi hijo?,¿cuando vas a vas a traer al novi@?no vez que me desesperas!""es divertido todos los días -w-""",Non Support,No,No
1472,"Soy lesbiana y no binaria,para la gente es raro,ya que soy lesbiana,y no me debería considerar así ya que no tengo género según es lo que dicen,varias veces me han dicho ""vos solamente sentís que no sos ningún género,pero tenés partes de mujeres, así que tenemos que tratarte como una mujer""nunca me entendieron😿,y traté de usar el lenguaje inclusive pero a las personas les daban cringe o les era raro, así que decidí tratarme con pronombres masculinos,dicen que por mi estilo de ropa soy trans,nada que ver,y siempre están con sus preguntas de""si no tenés género,en qué lugar te pones cuando es de mujer y hombre?"" o ""si sos no binarie¿Sos lesbiana o gay?o ninguno?""yo me pregunto lo mismo,pero estoy acostumbrado,desde los 5 años he empezado a sentirme alguien que no se identifica con un género,y pensaba que estaba mal,y tmb me gustaron nenas del jardín,y tmb pensé que estaba mal,pero recién este año,ya pude salir del clóset,me siento algo más libre por haberle dicho a mi vieja,llore una banda esa noche😺,pero bueno,ser no binarie es algo difícil ya que casi nadie entiende el tema, pero preferiría que me traten con pronombres masculinos antes que femeninos",Non Support,No,No
1720,Y yo una cabra montesa.,Non Support,No,No
2761,"Por favor Dios escucha nuestra oración!! más vocaciones, y que las personas abran los ojos y regresen a la verdadera iglesia, y que dentro de la iglesia Católica, no existan lobos disfrazados con piel de oveja, que dañen y lastimen tu iglesia",Support,Group,Religion
2450,Géneros solo existen dos hombre o mujer,Non Support,No,No
2460,Que gays era mi canal favorito pero se volvió una mierda,Non Support,No,No
2700,El documental entero dnd se puede ver?,Non Support,No,No
423,Orgullosamente homosexual 🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈,Non Support,Group,LGBTQ
2206,No hay que apoyar a los gays Dios puso hombre con mujer no puso mujer con mujer tampoco puso hombre con hombre🤬😡😠😡😠🤬🤬,Non Support,No,No
71,Gracias por el ejemplo que das Gloria. Que sigas cosechando triunfos con esa fuerza que tienes y tanta dignidad. Edomex! Un abrazo! 🥇🇲🇽,Support,Individual,No
2357,"Los que apoyan a los bicestos y dicen que no deben de ser discriminados 👇👇👇👇
                                                                                                                                          💩💩🦧🦧",Non Support,No,No
1662,que depresion me está entrando,Non Support,No,No
463,Que bien me siento de ser normal 😊,Non Support,No,No
2486,Era bueno este canal adiós ya no veré tu contenido,Non Support,No,No
281,"Ellas SI representan a México en cuanto a futbol, por lo tanto esperemos que el viernes 6 haga un partidazo contra la anfitrión Colombia, no será fácil pero esperemos el liderato se merecen nuestro apoyo! 🇲🇽❤️",Support,Individual,No
480,"Propaganda lgbt no existe sexualidad asexual , porque no es lo que sientes sino capacidad reproductiva y los actos homo son todos estériles .",Non Support,No,No
150,Para México es de oro. Maravillosa atleta!,Support,Individual,No
1315,Entonces soy demisexual y genero fluido jajajaja,Non Support,No,No
2378,Eso es el resultado de una mala educación y falta de. Atención a generación de padres dizque modernos que lograron confundir a las últimas generaciones,Non Support,No,No
2223,Que video tan estupidoo,Non Support,No,No
1985,Es una mierda.,Non Support,No,No
1505,yo soy liberula modo tryhard pero respeto todos los generos,Support,Group,LGBTQ
2118,No tengo nada contra la comunidad LGBT feliz dia no tienen diferencia🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈,Support,Group,LGBTQ
2654,Ya Bogotá no es de blancos Bogotá afro también.,Non Support,No,No
987,"Yo soy bisexual, mi novio lo sabe (aunque al principio pensó que era bipolar, por que solo dije que era bi xd) y aparte creo que algo de género fluido. Muy aparte de que creo que a mi familia no le gusta eso, porque son como muy exactos en las palabras al ver a ese tipo de personas, aunque si quisiera su apoyo en lo que soy y dejarán esas palabras sosas con las que se refieren a personas con distinta orientación.",Non Support,No,No
664,Hubiese estado guay que se hubiesen diferenciado las orientaciones y los géneros,Non Support,No,No
1582,No binario no se comprende con ningún género y lo es,Non Support,No,No
534,No pues está de locos.. jajajaja,Non Support,No,No
142,Se escucha hermoso el Himno Nacional Mexicano...hasta lloré,Non Support,No,No
3206,"Que bien juegan estas chicas, muchas felicidadez y que sigan los éxitos.",Support,Group,Women
221,"A mí me va costando la natación con toda mi capacidad motora y estas sirenas así de rápidas y hermosas, toda mi admiración ❤",Support,Group,Other
1324,Mis compañeros son re malos con los gays y ay un compañero mío que es gay pero habla tonto fresa pero me cae mal porque es remalo con los que no le cae bien,Non Support,No,No
1987,Noooo tiktak que te paso,Non Support,No,No
474,1:50 no se si soy el unico pero la bandera heterosexual me recuerda a la del reino de yugoslavia,Non Support,Group,LGBTQ
1808,Yo me autopercibivo juez puedo juzgar a todos ❤️ 🏳️‍🌈,Non Support,No,No
3186,"lastimas que los llamados ateos vengan aqui a desmentir a Dios , mas bien aprovechen el amor de jesus que les esta hablando a travez de este medio",Support,Group,Religion
1091,Soy un pingüino 👍🐧,Non Support,No,No
1585,"el : cometa tu genero y sexualidad
yo merengues: 
genero: mujer
sexualidad: aun desconocida xd hetero o bi aun no se sabe OwO TwT",Non Support,No,No
1764,"Si una persona se considera extraterrestre, y quiere ser tratado como tal, qué sería?",Non Support,No,No
2322,"Yo opino que esto de los géneros solo son caprichos de las personas para llamar la atención, la verdad es que la sociedad está muy mal solo le venden ideas a los niños y adultos.",Non Support,No,No
2191,Yo me identifico como Cristiano Ronaldo,Non Support,No,No
1254,"Pero bueno pues la verdad yo soy bigenero, chico y chica a la vez, y androsexual vendría siendo mi orientación sexual, ya que no puedo decir que soy ni hetero ni gay, esa se vendría refiriendo a la atracción hacia los hombres",Non Support,No,No
2666,"El racismo es un problema que está arraigado en la sociedad desde tiempos remotos. Por más que hoy pueda sonar ridículo que una persona sea discriminada por el color de su piel, muchas personas siguen teniendo esa clase de prejuicios. excelente  Eibar 👏🏾 felicitaciones",Non Support,No,No
716,"Yo me di cuenta que yo era gay porque sentia que me gustaban los hombres y consegui tener novio XDD

Happy pride! (Feliz dia del orgullo)

Chau ♡",Support,Group,LGBTQ
1834,A huevo.....yo soy aldebaran de Tauro.....,Non Support,No,No
1200,mi jenero es   cis  genero me gusta los ombres,Non Support,No,No
3163,"Hay un libro hermoso que se llema ""Una Vida Con Proposito"" les recomiendo que lo lean!
",Non Support,No,No
866,Yo soy género abrosexsual 💘✨,Non Support,No,No
1621,"te quiero mucho juanchimi 
Esto me recuerda a 2021, es curioso porque en 2021 pensaba que era lesbiana y ahora soy pansexual y género fluido. Wow, cosas que pasan",Non Support,No,No
337,ME CASO CON LA 10 DE AUSTRALIA,Non Support,No,No
1043,"Ni, que fuera pokemon",Non Support,No,No
930,"O rayos.. creo que soy ososexual
Exacto me gustan los osos xD",Non Support,No,No
712,🏳️‍🌈 la bandera de Cusco peru,Non Support,No,No
1381,El sexo y los géneros son biologicos PUNTO,Non Support,No,No
2525,"Bueno, perdieron un suscriptor.",Non Support,No,No
2940,"no se porque pero esta demostrado que los países mas religiosos son donde mas índice de muerte por guerra, robos, y todo tipo de ""pecados"" o inmoralidades hay, mientras países que no apoyan en su mayoría religión ninguna tienen menor índice de muerte por guerra y todo eso, soy creyente pero este tipo de cosas me hacen dudar...",Non Support,No,No
